"net_tfa","e401","age","inc","fsize","educ","pira","hown","marr","db","twoearn"
-15141,0,49,69555,4,18,0,1,1,1,1
46298,0,61,8739,2,10,1,1,1,0,0
-2850,0,27,22200,1,16,0,0,0,0,0
-1500,0,27,14430,2,16,0,0,1,0,0
0,0,35,33843,2,10,0,0,0,1,0
6500,0,31,26058,1,12,0,0,0,0,0
1035,0,46,30600,3,13,0,1,0,0,0
59100,0,57,74718,3,12,1,1,1,0,1
49,0,63,26823,1,11,0,0,0,1,0
6799,0,34,12360,1,16,0,0,0,0,0
200,0,48,5568,3,12,1,0,0,0,0
1600,0,39,77919,6,17,0,1,1,0,1
950,0,29,18450,3,16,0,1,1,0,0
-12465,0,50,41217,4,7,0,1,1,0,1
2549,0,38,18438,6,11,0,0,1,0,0
-4915,0,33,20736,1,13,0,0,0,1,0
1700,0,38,20577,5,12,0,0,1,0,0
200,0,60,24432,2,15,0,1,1,0,1
223075,0,30,63750,1,16,1,0,0,1,0
4591,0,26,28356,2,16,0,0,1,0,1
-9400,0,38,36648,4,12,0,1,1,0,1
-900,0,29,40074,2,13,0,0,1,0,0
400,0,33,12264,5,6,0,0,1,0,0
33800,0,49,30063,1,14,1,1,0,1,0
0,0,32,14529,4,12,0,0,0,0,0
7768,0,31,32256,3,12,0,0,1,0,0
-6700,0,40,22752,4,12,0,1,0,1,0
8550,0,59,31350,1,12,1,0,0,0,0
-40,0,35,15690,3,12,0,1,0,0,0
15600,0,25,17793,1,18,0,0,0,0,0
0,0,59,13020,6,9,0,1,1,0,0
-5000,0,36,22152,5,14,0,0,1,0,1
-10700,0,35,36000,1,18,0,0,0,0,0
0,0,48,7113,1,16,0,0,0,0,0
19599,0,47,28182,1,18,0,0,0,0,0
29715,0,35,74178,4,14,0,1,1,0,0
12898,0,41,84495,6,18,0,1,1,1,1
4199,0,64,21102,2,12,0,1,1,1,0
113595,0,58,59952,2,12,1,1,1,0,1
0,0,41,10200,4,10,0,1,0,0,0
-4577,0,48,9354,3,16,0,0,0,0,0
11500,0,44,46800,3,18,1,1,1,0,1
300,0,49,45150,4,12,1,1,1,0,0
-10300,0,25,19926,1,18,0,0,0,0,0
4500,0,40,26073,1,12,0,1,0,1,0
-5600,0,52,38610,2,12,0,1,0,0,0
1020,0,31,21630,1,12,0,0,0,0,0
-2450,0,36,25812,3,16,0,0,1,0,0
-25,0,44,5760,5,12,0,1,0,0,0
6435,0,44,46740,1,18,0,0,0,1,0
16550,0,45,25728,5,18,1,1,1,1,1
-250,0,47,41670,6,10,0,1,1,0,0
-8000,0,35,29925,2,12,0,1,1,0,1
-150,0,35,14610,1,12,0,0,0,0,0
10600,0,46,41622,5,11,1,1,1,0,0
48599,0,37,42459,5,12,0,1,1,0,1
399,0,49,36336,6,11,0,1,1,0,1
950,0,35,27624,5,12,0,1,1,0,0
-960,0,42,23313,3,12,0,0,0,0,0
0,0,43,19074,1,14,0,0,0,0,0
16975,0,33,33225,5,16,0,1,1,0,1
-11100,0,40,59685,3,14,0,1,1,0,1
80,0,41,10830,5,6,0,0,1,0,0
15050,0,39,61863,6,16,1,0,1,0,0
0,0,46,19371,6,6,0,0,1,0,0
-1250,0,33,17100,3,15,0,0,0,0,0
-569,0,39,9000,1,12,0,0,0,0,0
29200,0,61,42744,3,12,1,1,1,0,0
0,0,29,12000,1,18,0,0,0,0,0
0,0,41,13260,2,13,0,1,0,0,0
8000,0,45,36495,3,12,0,0,0,1,0
525,0,46,22170,2,18,0,1,0,0,0
0,0,26,22080,3,12,0,0,0,1,0
10700,0,39,42120,4,15,1,1,1,0,1
14264,0,25,9660,1,12,0,0,0,0,0
0,0,39,13338,6,12,0,0,0,0,0
550,0,32,36945,4,14,0,0,1,0,0
700,0,52,22791,4,6,0,0,1,0,0
-21751,0,28,3765,3,16,0,0,0,0,0
-5800,0,45,17685,1,12,0,0,0,0,0
-4751,0,45,50397,2,13,0,1,1,0,0
2999,0,41,18660,5,6,0,1,1,0,0
-300,0,43,3825,5,9,0,0,1,0,0
86,0,36,32073,4,12,0,0,1,0,1
300,0,34,16845,1,11,0,1,0,1,0
-1200,0,31,21969,10,6,0,0,1,0,1
-2088,0,61,6132,2,11,0,0,0,0,0
-331,0,27,16056,4,11,0,1,1,0,0
8000,0,29,102996,4,12,0,1,1,0,0
-25100,0,38,36924,3,10,0,1,1,0,1
21900,0,63,51528,2,12,0,1,1,0,1
1142,0,27,38442,2,17,0,0,1,1,1
12899,0,46,47520,4,15,1,1,1,1,1
600,0,26,14310,1,18,0,0,0,0,0
500,0,28,19131,3,13,0,1,1,0,0
5855,0,59,26664,1,12,0,1,0,1,0
5583,0,43,29280,4,12,0,0,1,0,0
-3000,0,42,13203,1,13,0,1,0,0,0
876,0,47,10848,5,12,0,1,0,0,0
695,0,48,34941,3,12,0,1,1,0,1
1249,0,58,8745,6,8,0,1,1,0,0
4600,0,31,33036,1,16,1,1,0,0,0
0,0,38,15300,1,17,0,1,0,0,0
-9168,0,41,14484,3,12,0,1,1,0,0
2249,0,42,33015,2,14,0,1,1,1,1
96354,0,40,63204,1,18,1,0,0,1,0
-2840,0,40,15306,2,12,0,0,0,0,0
749,0,53,34185,1,12,0,1,0,1,0
-4000,0,57,92160,2,12,0,0,1,0,1
-1200,0,25,28830,1,13,0,0,0,0,0
6,0,37,29868,3,11,0,0,1,0,1
0,0,28,16320,1,11,0,1,0,0,0
1725,0,35,16749,3,13,0,1,1,0,0
-1100,0,54,18288,2,9,0,1,0,0,0
100,0,31,25308,2,12,0,0,1,0,1
86000,0,45,60654,2,10,1,1,1,1,1
-150,0,28,19500,1,12,0,0,0,0,0
-3450,0,31,22575,3,10,0,1,1,0,1
-330,0,33,17745,5,12,1,0,1,0,1
-2000,0,50,49164,4,14,0,1,1,0,0
1820,0,54,7923,1,11,0,1,0,0,0
1500,0,30,24912,1,14,1,1,0,1,0
-2050,0,27,35310,2,14,0,0,1,1,1
-6301,0,39,37569,4,12,0,0,1,0,1
77000,0,35,31398,4,17,1,1,1,0,0
-1740,0,50,23148,3,14,0,1,1,0,1
9000,0,40,32676,3,18,0,1,0,1,0
-1650,0,52,12912,4,8,0,1,1,0,0
-980,0,40,22500,1,15,0,0,0,0,0
0,0,42,18000,2,14,0,0,0,0,0
1600,0,28,29427,6,16,0,1,1,0,1
-500,0,57,30303,2,15,0,1,1,0,0
0,0,26,5694,4,12,0,0,1,0,0
0,0,31,21129,7,11,0,0,1,0,0
-960,0,33,19200,6,6,0,0,1,0,0
-1100,0,36,7536,1,14,0,0,0,0,0
1000,0,34,18975,3,16,0,0,1,0,1
0,0,33,1560,5,8,0,0,1,0,0
1000,0,32,15840,1,12,0,0,0,0,0
0,0,37,8694,7,12,0,0,0,0,0
0,0,26,47016,1,16,0,0,0,0,0
-980,0,32,24000,3,14,0,0,0,0,0
15100,0,34,15459,3,15,0,1,0,0,0
-4490,0,26,32460,1,12,0,1,0,0,0
0,0,46,35100,3,15,0,0,1,1,1
0,0,33,12240,6,10,0,0,1,0,0
-2000,0,32,47391,3,13,0,1,1,0,1
999,0,44,12960,8,10,0,0,1,0,0
4249,0,26,35325,2,12,0,1,0,0,0
-1000,0,49,36720,2,16,0,1,1,0,0
0,0,26,9801,3,12,0,0,0,0,0
-2250,0,35,40164,4,14,0,1,1,0,1
22700,0,37,54324,3,12,0,1,1,1,1
160,0,50,22137,1,12,0,0,0,0,0
-400,0,32,16215,8,8,0,1,1,0,1
0,0,35,16917,6,12,0,0,0,0,0
-1600,0,28,29922,6,11,0,1,1,0,1
30180,0,33,26448,3,16,0,0,1,0,1
210,0,49,10674,1,15,0,0,0,0,0
4500,0,42,94455,5,18,1,1,1,1,1
0,0,36,16506,5,11,0,0,1,0,0
250,0,42,15315,4,12,0,0,0,0,0
180,0,44,26415,2,14,0,0,0,0,0
119688,0,59,66288,2,12,1,1,1,0,0
36500,0,61,38940,3,12,1,1,1,0,0
-3000,0,40,10386,3,12,0,1,0,0,0
-2000,0,29,12000,2,13,0,0,0,0,0
23820,0,48,23640,1,15,1,0,0,1,0
-810,0,36,38061,4,14,0,1,1,0,1
0,0,29,10176,2,11,0,0,0,0,0
8200,0,45,29262,1,12,1,1,0,1,0
19249,0,35,47421,4,10,0,0,1,0,1
-7100,0,31,58122,2,16,0,0,1,1,1
-700,0,42,16608,2,12,0,1,0,1,0
184500,0,36,118401,4,16,1,1,1,0,0
-4800,0,42,23400,2,13,0,0,0,0,0
-24400,0,30,45180,1,18,0,1,0,1,0
0,0,45,19848,5,12,0,0,1,0,1
75,0,52,33624,3,12,0,1,1,0,0
0,0,56,4080,7,3,0,1,1,0,0
1600,0,29,45975,4,14,0,0,1,0,1
-2300,0,30,31785,3,12,0,0,1,0,1
649,0,26,15981,4,12,0,1,0,1,0
1200,0,28,12672,2,16,0,0,0,1,0
232600,0,40,48402,4,16,1,1,1,0,0
-500,0,52,26010,1,12,0,1,0,1,0
11800,0,31,26028,5,12,0,0,1,0,0
34000,0,39,45420,1,13,0,0,0,0,0
1351,0,57,14676,2,12,1,1,1,0,1
0,0,40,4107,2,9,0,0,0,0,0
350,0,25,7680,1,16,0,0,0,0,0
-24800,0,47,24996,1,18,0,0,0,1,0
3116,0,46,12945,3,13,1,1,1,0,0
0,0,48,9966,2,12,0,0,0,1,0
-9151,0,45,114048,4,12,0,1,1,0,1
-825,0,30,17427,2,13,0,1,1,0,1
800,0,54,24654,2,13,0,1,0,1,0
-17000,0,52,23760,1,13,0,0,0,1,0
29700,0,45,17400,3,10,0,1,1,0,0
499,0,30,15330,2,15,0,0,0,0,0
0,0,33,10464,1,11,0,0,0,0,0
0,0,38,10800,4,12,0,0,0,0,0
-17710,0,38,42054,4,14,0,1,1,0,1
100,0,26,9366,1,14,0,0,0,0,0
1258,0,34,60615,4,14,1,1,1,0,1
-360,0,34,72375,4,12,0,1,1,0,1
0,0,25,14013,1,13,0,0,0,0,0
5071,0,62,29616,2,12,1,1,0,0,0
-8752,0,39,55191,2,12,0,0,1,1,1
-15900,0,45,53010,4,16,0,0,1,1,1
154825,0,46,43086,3,18,0,1,0,1,0
11489,0,61,42246,2,12,1,1,1,1,1
25437,0,62,22974,2,12,0,1,1,0,1
29700,0,34,22410,1,17,1,0,0,0,0
2199,0,53,26295,1,18,0,1,0,1,0
10011,0,43,26463,1,14,1,1,0,1,0
849,0,25,20448,1,13,0,0,0,1,0
20700,0,61,49050,4,12,0,1,1,0,0
-300,0,43,11400,4,12,0,1,0,1,0
137000,0,46,90141,1,18,1,0,0,0,0
0,0,31,13770,1,12,0,1,0,0,0
-400,0,35,7860,2,14,0,0,0,0,0
18613,0,34,56574,4,17,1,1,1,1,1
25200,0,30,40950,1,18,0,0,0,0,0
3000,0,53,43521,2,14,1,1,1,0,1
27209,0,44,34794,2,12,0,1,1,0,0
31700,0,35,51372,3,15,1,1,1,0,1
100,0,26,21216,1,16,0,0,0,1,0
-350,0,31,59544,4,16,0,1,1,1,1
-193,0,31,16128,2,12,0,0,0,0,0
4599,0,37,47643,3,12,1,1,1,0,1
-53640,0,43,12750,6,16,0,0,1,0,0
400,0,61,10032,1,12,0,0,0,0,0
-250,0,46,26172,4,12,0,0,1,0,1
-6685,0,45,8067,1,15,0,1,0,0,0
-14523,0,29,45612,2,15,0,0,1,0,1
-3900,0,26,57975,1,16,0,1,0,0,0
21600,0,58,36900,2,12,0,1,1,0,0
1100,0,34,36474,1,16,0,1,0,1,0
5800,0,33,84621,4,18,0,1,1,0,1
-40,0,27,8928,3,12,0,0,0,0,0
230,0,36,17274,4,14,0,1,1,0,0
30592,0,63,35547,3,15,1,1,1,0,1
73000,0,48,66450,2,12,1,1,1,1,1
28599,0,38,90045,4,18,1,1,1,0,0
-1622,0,53,8166,1,8,0,1,0,1,0
5900,0,47,64500,3,15,0,1,1,0,1
-900,0,49,4218,1,12,0,1,0,0,0
2800,0,62,20526,3,8,0,0,1,0,0
12877,0,31,37461,4,12,0,1,1,0,1
-3900,0,36,23700,4,12,0,1,1,0,1
7799,0,25,46506,2,14,0,0,1,0,1
29200,0,28,49125,3,17,1,1,1,0,1
-4751,0,32,39465,5,14,0,0,1,1,1
-3100,0,48,24090,3,8,0,1,1,0,1
3999,0,34,14976,1,12,0,0,0,0,0
-1600,0,36,24792,6,12,0,0,1,0,1
-5000,0,47,42150,4,13,0,1,1,0,0
19,0,45,27033,4,12,0,1,1,1,0
10181,0,45,54150,3,14,1,1,1,0,1
4400,0,37,19140,4,16,0,1,1,0,1
89500,0,40,67128,2,14,1,1,1,0,0
70335,0,54,23832,3,13,0,1,1,1,0
130,0,42,27000,1,13,0,1,0,1,0
28700,0,36,55152,4,12,1,1,1,0,1
-5000,0,51,26106,2,13,0,1,1,1,1
-9100,0,46,34455,4,12,0,1,1,1,1
-3188,0,28,19542,4,12,0,1,1,1,1
0,0,33,19347,3,13,0,0,1,0,1
0,0,29,6375,2,16,0,0,1,0,0
52850,0,52,51030,3,13,1,1,1,1,0
0,0,49,9051,1,12,0,1,0,0,0
110,0,52,39219,2,12,0,1,1,0,0
499,0,29,20430,1,12,0,0,0,0,0
-7795,0,28,23883,3,12,0,1,1,0,1
10900,0,35,71700,3,16,0,1,1,0,1
-6551,0,59,33051,3,10,0,1,1,0,1
7620,0,27,13410,2,16,0,0,0,0,0
0,0,42,24600,7,10,0,1,1,0,0
2245,0,32,4608,4,12,0,0,0,0,0
-500,0,54,9072,1,10,0,1,0,0,0
-3610,0,31,9369,3,12,0,0,0,0,0
0,0,40,24687,1,18,0,0,0,0,0
2600,0,39,27354,3,18,1,1,0,1,0
1509,0,39,29151,5,13,0,1,1,0,1
50020,0,52,43341,2,16,1,1,1,0,0
0,0,28,8088,3,12,0,0,0,0,0
25648,0,37,40404,5,14,0,1,1,0,1
900,0,50,13443,4,12,0,0,1,0,0
700,0,25,25395,1,15,0,1,0,0,0
39000,0,45,15936,2,12,1,1,0,0,0
900,0,36,17820,4,12,0,1,1,0,0
9279,0,37,32370,4,16,0,1,1,0,1
599,0,41,8760,3,12,0,1,0,0,0
1500,0,28,32430,3,12,0,0,1,0,0
39411,0,44,104460,4,18,1,1,1,0,0
500,0,37,12630,3,12,0,0,0,0,0
349,0,43,25872,5,12,0,1,1,0,0
-50,0,60,15801,2,12,0,1,1,0,0
0,0,51,13500,2,12,0,0,0,0,0
4350,0,39,46104,3,14,0,1,1,0,1
-595,0,32,14790,1,12,0,0,0,0,0
-2890,0,38,50550,6,12,0,0,1,1,1
0,0,62,12036,1,10,0,0,0,0,0
4000,0,58,19890,2,8,0,1,1,0,0
-7290,0,32,34263,3,12,0,0,1,0,1
0,0,35,17244,6,15,0,1,1,1,1
800,0,62,26034,6,10,0,0,1,0,1
95299,0,59,79323,2,18,1,1,1,0,0
7000,0,26,21975,2,16,0,0,1,0,0
0,0,29,16203,4,12,0,0,1,1,1
0,0,39,8700,3,16,0,0,0,0,0
100099,0,57,30840,2,12,0,1,1,0,0
0,0,31,27225,1,12,0,1,0,0,0
24999,0,47,35814,3,12,1,1,1,0,1
2999,0,53,52008,2,12,0,1,1,0,1
4144,0,44,47769,6,12,0,1,1,0,0
21991,0,59,41934,2,12,1,1,1,0,1
950,0,27,34704,5,14,0,1,1,0,1
-1093,0,31,13317,4,15,0,1,1,0,1
99,0,30,19386,2,14,0,0,0,0,0
13500,0,56,29301,2,16,0,1,0,1,0
1163,0,32,55680,5,12,0,1,1,0,1
100,0,31,12234,3,13,0,0,1,0,0
0,0,39,19635,5,12,0,1,1,0,0
9613,0,40,70602,4,16,0,1,1,1,1
-730,0,41,27012,4,16,0,1,1,0,1
-100,0,37,26052,8,11,0,1,1,0,1
-3750,0,31,24486,5,12,0,0,1,0,1
9514,0,29,36666,3,14,1,0,1,0,1
-4015,0,40,44610,6,12,0,0,1,0,1
0,0,32,12240,2,12,0,0,0,0,0
2250,0,25,3150,1,16,0,0,0,0,0
0,0,61,10200,1,5,0,0,0,1,0
0,0,48,9180,1,13,0,1,0,0,0
10600,0,39,70650,2,12,1,1,1,1,1
0,0,60,15000,3,10,0,1,1,0,0
-920,0,31,44241,3,12,0,1,0,0,1
4140,0,46,33288,2,13,0,0,1,0,0
89328,0,43,96336,4,18,1,1,1,0,1
4999,0,34,60108,2,18,0,0,1,0,1
6350,0,33,41715,4,18,1,1,1,0,1
0,0,59,10422,6,12,0,0,1,0,0
4500,0,28,21675,2,12,0,0,0,0,0
-3150,0,26,23556,4,16,0,0,1,0,0
17265,0,28,70323,2,17,1,1,1,0,1
1860,0,26,15609,1,15,0,0,0,0,0
-3800,0,28,39609,3,14,0,1,1,0,1
1800,0,32,29520,3,13,0,0,1,0,1
3500,0,37,41514,4,12,0,1,1,0,1
0,0,32,12264,2,11,0,0,0,0,0
1006499,0,40,82251,5,18,0,1,1,0,0
-2100,0,29,31569,4,17,0,1,1,0,0
-1570,0,38,5607,3,12,0,1,0,0,0
-3300,0,27,22296,1,16,0,0,0,0,0
-1184,0,44,34890,5,13,0,1,1,0,1
1000,0,40,17106,2,12,0,1,1,0,0
14583,0,60,15894,2,12,1,1,1,0,0
2398,0,31,19284,1,14,0,0,0,1,0
14299,0,32,23718,1,16,1,0,0,0,0
200,0,28,17370,1,12,0,0,0,0,0
0,0,28,6984,3,12,0,0,0,0,0
3174,0,38,55854,4,16,0,1,1,0,1
20000,0,51,53670,2,13,1,1,1,0,1
5000,0,58,24300,4,14,0,1,0,1,0
-350,0,25,17418,5,12,0,1,1,0,0
3684,0,26,24621,5,12,0,0,1,0,1
88999,0,58,73686,3,12,1,1,1,0,1
-400,0,42,19848,4,10,0,1,1,0,1
-9100,0,29,49200,2,17,0,1,1,0,1
2000,0,33,63969,4,13,0,1,1,0,1
-995,0,32,9690,2,10,0,1,0,0,0
80000,0,60,26400,2,16,0,1,0,0,0
12500,0,61,37452,3,12,0,1,1,0,0
-13486,0,53,27336,6,6,0,1,1,0,1
14900,0,42,92775,5,16,0,1,1,0,0
78599,0,62,29694,2,12,1,1,1,0,0
10100,0,26,30342,1,15,1,0,0,0,0
25650,0,33,46140,5,12,1,1,1,0,0
7751,0,63,36633,6,11,1,1,1,1,1
-1145,0,52,10584,3,12,0,0,1,0,0
102981,0,40,36177,2,12,1,1,1,0,1
-8593,0,29,30495,6,15,0,1,1,0,0
-888,0,40,24645,5,12,0,1,1,0,1
300,0,44,72975,3,10,0,1,1,1,1
0,0,28,7920,1,13,0,0,0,0,0
50,0,39,10500,3,12,0,0,1,0,0
-600,0,42,36075,5,12,0,1,1,0,1
7492,0,35,77628,2,13,0,1,1,0,1
-57,0,28,18144,5,10,0,1,1,0,0
-3100,0,32,53976,3,10,0,0,1,0,1
32648,0,41,82524,2,12,1,1,1,0,0
22058,0,30,62886,2,15,0,1,1,0,1
1744,0,64,30108,2,12,0,1,1,1,1
17600,0,37,59580,3,12,1,1,1,0,1
13750,0,38,113508,3,18,1,1,1,0,1
3500,0,35,44856,5,14,0,1,1,1,1
385000,0,43,50484,3,12,1,1,0,0,0
0,0,50,16728,1,11,0,1,0,0,0
-3490,0,50,15360,3,12,0,1,0,1,0
84400,0,59,25248,2,12,1,1,0,0,0
349,0,39,35295,3,14,0,1,0,0,0
0,0,30,18399,2,13,0,0,0,1,0
-30500,0,31,14877,5,12,0,1,1,0,0
4200,0,31,21546,1,16,1,0,0,0,0
-300,0,31,21240,4,12,0,0,1,0,0
800,0,30,18000,4,15,0,1,0,0,0
-17000,0,47,4860,1,16,0,1,0,0,0
6500,0,60,10368,1,12,0,0,0,0,0
27800,0,34,34680,1,16,1,1,0,0,0
-3495,0,29,44472,4,12,0,1,1,1,1
2499,0,47,23883,3,11,0,0,0,1,0
52900,0,41,69693,4,16,1,1,1,0,1
2000,0,33,79713,1,18,0,0,0,0,0
-8540,0,27,48042,2,18,0,0,1,0,0
10560,0,46,45531,3,12,1,1,1,0,1
-2000,0,47,7800,1,12,0,0,0,0,0
28000,0,34,105246,2,14,1,1,1,0,1
-12300,0,36,67005,5,14,0,1,1,0,0
-112,0,52,37830,2,12,0,1,1,1,1
16000,0,46,51960,12,12,0,1,1,0,0
199,0,42,32130,4,17,0,1,1,1,1
1089619,0,38,135405,3,17,1,1,1,0,1
1704,0,64,28830,1,18,0,1,0,0,0
450,0,44,37260,4,16,0,1,1,0,0
29000,0,31,48420,2,14,0,1,1,0,1
-5122,0,38,37197,4,12,0,1,1,1,1
0,0,35,1920,4,12,0,0,1,0,0
-9998,0,36,56190,4,12,1,1,1,0,1
300,0,27,19800,1,12,0,0,0,0,0
16610,0,61,25233,1,12,1,1,0,0,0
-47080,0,44,41961,4,13,0,0,1,0,0
72,0,29,51879,3,16,0,1,1,1,1
1746,0,44,31527,4,16,0,1,1,0,0
-19175,0,30,28716,4,15,0,0,1,0,0
611,0,35,23268,2,12,0,0,0,0,0
200,0,46,19440,4,12,0,1,0,0,0
-3146,0,38,36654,4,11,0,1,1,0,1
1599,0,47,12336,2,12,0,1,0,0,0
-4000,0,30,34041,2,12,0,1,1,0,1
-2000,0,29,35643,5,12,0,0,1,0,1
-1889,0,48,41007,2,12,0,1,1,1,1
33199,0,49,53919,1,18,0,0,0,0,0
-917,0,25,37692,3,12,0,1,1,0,1
1080,0,49,19392,3,13,0,1,1,1,1
44500,0,42,83616,1,12,1,0,0,1,0
-150,0,53,10200,1,12,0,0,0,0,0
-1078,0,30,13350,4,12,0,1,1,0,0
355,0,32,10512,4,12,0,0,0,0,0
-3197,0,37,18429,3,12,0,1,0,0,0
6263,0,35,16113,5,12,1,1,1,0,0
300,0,57,16830,2,16,0,0,0,0,0
2151,0,36,20310,4,16,1,0,1,0,1
0,0,25,34953,2,12,0,1,1,0,1
0,0,25,30651,1,15,0,1,0,0,0
-2160,0,35,23073,3,12,1,1,0,0,0
-800,0,28,21600,4,12,0,0,1,0,0
-2065,0,43,25068,4,14,0,0,0,1,0
19600,0,37,94929,4,16,1,1,1,1,1
2223,0,50,10362,1,12,0,0,0,0,0
0,0,47,8316,2,10,0,0,0,0,0
499,0,29,17280,1,16,0,0,0,1,0
-5763,0,29,10800,2,12,0,0,1,0,1
0,0,25,18150,5,9,0,0,1,0,0
225,0,27,7332,1,12,0,0,0,0,0
1000,0,27,17520,4,12,0,1,1,0,0
-201,0,27,15330,1,14,0,0,0,0,0
14948,0,47,16980,1,14,1,1,0,0,0
-1125,0,25,16800,1,16,0,0,0,0,0
900,0,64,12642,2,10,0,1,0,0,0
3200,0,40,27150,6,12,1,1,1,0,0
24654,0,52,40041,3,14,0,1,0,0,0
0,0,25,20400,1,12,0,0,0,0,0
21417,0,55,54360,2,16,1,1,1,0,1
500,0,25,7164,2,11,0,0,0,0,0
0,0,49,11730,6,4,0,0,1,0,0
0,0,34,4548,2,12,0,0,0,0,0
2100,0,32,26973,5,12,0,1,1,0,0
0,0,33,24993,1,14,0,0,0,1,0
600,0,47,24015,5,12,0,1,1,0,0
1340,0,27,21690,1,15,0,1,0,0,0
1000,0,28,14460,3,16,0,0,0,0,0
-301,0,54,21462,2,6,0,1,1,0,1
500,0,34,15330,1,10,0,0,0,0,0
-1300,0,40,20400,4,12,0,0,1,0,0
0,0,40,9300,9,5,0,0,1,0,0
7300,0,38,13740,3,18,0,0,0,0,0
-6656,0,44,37644,3,14,0,1,1,0,1
-3798,0,35,26319,3,12,0,0,1,0,1
20262,0,27,15291,1,14,0,0,0,0,0
-700,0,35,43233,4,12,0,1,1,0,1
-3800,0,36,53460,3,16,0,1,1,1,1
100,0,38,27852,4,9,0,0,1,0,0
29771,0,33,30966,3,13,0,1,1,0,0
11000,0,42,52884,4,18,1,1,1,0,1
-600,0,60,7650,2,3,0,0,0,0,0
25398,0,61,18204,1,12,1,1,0,1,0
1799,0,25,13506,1,12,0,0,0,0,0
11675,0,62,16845,1,12,1,1,0,0,0
0,0,49,4632,7,12,0,0,0,0,0
10399,0,40,29622,2,12,1,1,0,1,0
37894,0,48,27660,1,12,1,1,0,0,0
-1100,0,33,15618,1,16,0,0,0,1,0
-425,0,37,48000,3,17,0,0,0,0,0
-996,0,32,46401,3,12,0,1,1,0,1
-200,0,31,49434,2,16,0,0,1,0,1
999,0,45,44940,3,12,0,1,1,0,1
2999,0,33,19800,4,6,0,0,1,0,0
0,0,54,9180,5,6,0,1,1,0,1
17075,0,35,30300,2,18,0,1,0,0,0
15400,0,39,50400,2,16,1,0,1,0,1
-10900,0,38,54765,4,14,0,1,1,0,0
14060,0,38,94503,5,18,0,1,1,0,1
0,0,50,5610,1,14,0,0,0,0,0
-8000,0,34,35625,5,12,0,1,1,0,1
-710,0,37,10566,6,11,0,1,1,0,0
700,0,38,18900,2,12,0,1,0,0,0
18200,0,47,49086,3,12,1,1,1,0,1
6900,0,37,69009,4,16,1,1,1,1,1
0,0,34,4815,1,12,0,0,0,0,0
-1334,0,31,36153,5,14,0,1,1,0,0
9999,0,45,63366,4,12,0,1,1,0,1
-2400,0,46,56388,5,18,0,1,1,1,1
469400,0,61,172092,2,12,1,1,1,0,0
35599,0,35,114300,2,14,1,1,1,0,1
38800,0,44,61455,4,12,1,1,1,1,1
4272,0,43,21168,2,11,0,1,1,0,1
-1200,0,52,5742,1,12,0,1,0,0,0
0,0,31,21828,4,12,0,0,1,0,0
1003126,0,64,43272,2,12,1,1,1,0,0
0,0,33,16062,3,12,0,0,0,0,0
-4400,0,25,21879,1,16,0,0,0,0,0
79998,0,57,38040,1,12,1,1,0,0,0
4500,0,34,48078,1,18,1,1,0,1,0
85500,0,34,102009,1,18,1,1,0,0,0
17750,0,30,53400,3,12,1,0,1,1,1
200,0,47,14412,6,9,0,1,1,0,0
12000,0,56,77430,5,16,1,1,1,0,1
8900,0,36,43260,8,8,0,1,1,0,1
-500,0,44,30840,3,8,1,1,1,0,1
76550,0,45,79317,3,12,1,1,1,0,1
76850,0,50,38400,2,12,1,1,1,0,1
10199,0,57,17988,3,11,0,1,1,0,1
1000,0,54,13797,1,9,0,1,0,1,0
3899,0,33,32160,4,10,0,0,1,0,1
-1000,0,30,7650,4,12,0,0,1,0,0
3870,0,35,23037,1,17,1,0,0,0,0
-1490,0,26,11460,4,9,0,0,1,0,1
-8680,0,26,19785,4,12,0,0,1,0,0
-3016,0,59,12906,1,13,0,0,0,0,0
2200,0,41,15432,1,16,0,0,0,0,0
10,0,29,16194,3,12,0,1,0,0,0
-7000,0,34,17445,4,12,0,1,1,0,1
300,0,32,21420,4,11,0,1,1,0,0
20200,0,27,9240,1,16,1,1,0,0,0
3000,0,28,32034,2,12,0,1,1,0,0
350,0,59,32856,2,12,0,0,1,0,0
-2500,0,57,26832,2,12,0,1,1,1,0
-13950,0,37,27330,4,13,0,0,1,0,0
-1440,0,37,22482,1,14,0,0,0,0,0
-1500,0,28,33849,1,13,0,0,0,0,0
5795,0,27,45219,1,18,0,0,0,0,0
-2900,0,46,28605,2,15,0,0,1,0,1
84000,0,62,25020,2,12,1,0,0,1,0
4550,0,26,13320,1,18,0,0,0,0,0
850,0,59,14415,2,5,0,1,1,0,1
-600,0,60,3888,2,12,0,1,1,0,0
-2400,0,28,28887,2,18,0,0,1,0,1
80,0,29,39606,2,14,0,0,1,0,1
11999,0,46,26964,1,12,0,0,0,1,0
-700,0,35,18903,5,12,0,1,1,0,0
-5400,0,33,15708,2,12,0,1,0,0,0
750,0,26,18360,1,15,0,0,0,0,0
-1000,0,32,53796,5,17,0,0,1,0,0
20600,0,59,33360,2,17,1,1,1,0,1
2500,0,62,17919,2,12,0,0,0,1,0
0,0,42,7668,3,6,0,0,1,0,0
350,0,27,27810,2,14,0,1,1,0,1
-3200,0,60,15810,3,12,0,0,1,0,0
27800,0,43,44016,1,13,1,1,0,0,0
41649,0,60,47040,4,12,0,1,1,0,1
1600,0,45,25320,2,12,0,1,0,0,0
